,ID,Tweet,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Polarity,Emotions,ProcessedText,Handle,DerivedDate,hhmmss,DayCat
1288,1288,"RT @HolsTravelMore: Valentines weekend breaks
City breaks from £176 pp
@easyJet #ValentinesDay2018 
Save up to £100 per booking
https://t.c…",FALSE,0,NA,1/27/2018 17:04,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TBGLife1,1,TRUE,FALSE,NA,NA,positive,unknown,@easyJet how can a flight be delayed but is actually before is scheduled departure? t.co/pFiE40ZQPb,@easyJet,1/27/2018 17:04,17:04:00,Evening
1289,1289,Found the little petal <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> #findflowerman @easyJet https://t.co/4fUXc9mAzf,FALSE,1,NA,1/27/2018 16:59,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",horrillgeorgina,0,FALSE,FALSE,NA,NA,negative,unknown,@Clivewratten @easyJet Thanks Clive. More to come! #letstalktravel,@easyJet,1/27/2018 16:59,16:59:00,Evening
1290,1290,"Valentines weekend breaks
City breaks from £176 pp
@easyJet #ValentinesDay2018 
Save up to £100 per booking… https://t.co/KfPzv7Kbud",FALSE,0,NA,1/27/2018 16:47,TRUE,NA,9.57E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HolsTravelMore,1,FALSE,FALSE,NA,NA,positive,unknown,@rycly @easyJet @business Maybe the average @easyJet customer is a little bit more intelligent <ed><ed>,@easyJet,1/27/2018 16:47,16:47:00,Evening
1291,1291,RT @MarketingWeekEd: Stories from the week gone by - @easyJet's top marketer Peter Duffy departs to make way for chief data officer: https:…,FALSE,0,NA,1/27/2018 16:45,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EstieDG,4,TRUE,FALSE,NA,NA,negative,surprise,"RT @jimohare1: @easyJet 2 days later, a reply that is no use at all- bit late to say the least",@easyJet,1/27/2018 16:45,16:45:00,Evening
1292,1292,How is it that we are sitting on the @easyJet flight from Geneva to Birmingham waiting to depart but the easyjet ap… https://t.co/kPKKwtFOz5,FALSE,1,NA,1/27/2018 16:43,TRUE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CaminoHR,0,FALSE,FALSE,NA,NA,positive,unknown,"RT @easyJet: @jessicabullime1 This was an error Jessica as you have already been advised, we can no longer discuss this or dispute this wit…",@easyJet,1/27/2018 16:43,16:43:00,Evening
1293,1293,RT @CyprusAeropolis: Thinking about your next holiday destination w/ @easyJet https://t.co/I5hv0ERBT7? The places you will visit and all th…,FALSE,0,NA,1/27/2018 16:40,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrs_vr,6,TRUE,FALSE,NA,NA,positive,unknown,"@easyJet hi, I’m flying with you a few times this year. I’ve booked under my maiden name but just got married. If I… t.co/BWm0BnLVPT",@easyJet,1/27/2018 16:40,16:40:00,Evening
1294,1294,"RT @GLA_Airport: Fly with @easyJet to Bordeaux, one of France’s most exciting cities famed for its sunlit vineyards and fascinating history…",FALSE,0,NA,1/27/2018 16:34,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bryanwilson57,1,TRUE,FALSE,NA,NA,positive,joy,@easyJet What error?! Please answer my complaint @easyJet this has not been done!!,@easyJet,1/27/2018 16:34,16:34:00,Evening
1295,1295,RT @CyprusAeropolis: Thinking about your next holiday destination w/ @easyJet https://t.co/I5hv0ERBT7? The places you will visit and all th…,FALSE,0,NA,1/27/2018 16:33,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",CyprusRT,6,TRUE,FALSE,NA,NA,positive,unknown,"Worth a read for anyone interested in aviation I am a fan of @Easyjet a company that focusses on its people, passen… t.co/oE61nRS2qN",@easyJet,1/27/2018 16:33,16:33:00,Evening
1296,1296,RT @rbarkley82: View of Benidorm flying into Alicante with @easyJet https://t.co/2nMdcEmok2,FALSE,0,NA,1/27/2018 16:19,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",georgietov,1,TRUE,FALSE,NA,NA,positive,unknown,RT @impact_james: Great customer service from @easyJet - my name was wrong - they fixed it. Drop them a tweet Brad was Super helpful. :),@easyJet,1/27/2018 16:19,16:19:00,Evening
1297,1297,@easyJet when are flights available to Italy for the beginning of November??,FALSE,0,easyJet,1/27/2018 16:14,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",gadgetgirl73,0,FALSE,FALSE,NA,NA,positive,unknown,Well this is just chilling. How does he eat? How does he SEE?? <ed><ed><ed><ed> #FindFlowerman @easyjet t.co/ZAGJPalDCU,@easyJet,1/27/2018 16:14,16:14:00,Evening
1298,1298,"RT @easyJet: @forbescharlotte As it it a golf brolly Charlotte, which is large, you could be asked to put this in the hold and you could be…",FALSE,0,NA,1/27/2018 16:11,FALSE,NA,9.57E+17,NA,"<a href=""https://twitter.com/"" rel=""nofollow"">golfication App</a>",golfication,1,TRUE,FALSE,NA,NA,positive,unknown,@easyJet forgot to add you guys t.co/hl9dOihBCX,@easyJet,1/27/2018 16:11,16:11:00,Evening
1299,1299,Thinking about your next holiday destination w/ @easyJet https://t.co/I5hv0ERBT7? The places you will visit and all… https://t.co/ouAjwSnAYS,FALSE,9,NA,1/27/2018 16:02,TRUE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CyprusAeropolis,6,FALSE,FALSE,NA,NA,positive,unknown,Excellent service from @easyJet @Gatwick_Airport this morning <ed><ed>,@easyJet,1/27/2018 16:02,16:02:00,Evening
1300,1300,"Fly with @easyJet to Bordeaux, one of France’s most exciting cities famed for its sunlit vineyards and fascinating… https://t.co/VVS4GqGPdT",FALSE,4,NA,1/27/2018 16:00,TRUE,NA,9.57E+17,NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",GLA_Airport,1,FALSE,FALSE,NA,NA,positive,joy,#FindFlowerman @easyJet take me to holidays please :D t.co/rJxHLW5UPE,@easyJet,1/27/2018 16:00,16:00:00,Noon
1301,1301,With 3/5 of the busiest routes in PMI being German airports. Will you make any move there @vueling @Ryanair_ES… https://t.co/S7U3rIUwl2,FALSE,0,novedadesaereas,1/27/2018 15:58,TRUE,9.56E+17,9.57E+17,9.45E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",novedadesaereas,0,FALSE,FALSE,NA,NA,positive,joy,@101loltoday @easyJet Oh wow! Thanks for the heads up! Happy travels onward!,@easyJet,1/27/2018 15:58,15:58:00,Noon
1302,1302,RT @hmainniamh: @easyJet is gonna be shook with us @MONeill1996 @georgiaharris0n and someone tag phil idk his @ <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/gu0tSKX3XY,FALSE,0,NA,1/27/2018 15:56,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",georgiaharris0n,1,TRUE,FALSE,NA,NA,positive,unknown,@tartnyc Back in the airport. Passport control told me it’s @easyJet at the Amsterdam airport. Said they were sorry… t.co/D02Ruc4BMj,@easyJet,1/27/2018 15:56,15:56:00,Noon
1303,1303,"RT @stewrogers: @easyJet Lovely and all as that is,  what the hell delays the flight by an hour and a half?!",FALSE,0,NA,1/27/2018 15:43,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,negative,unknown,@easyJet congrats on providing quite possibly the most unhelpful and rude staff I’ve ever encountered at any airpor… t.co/daYImv3LBI,@easyJet,1/27/2018 15:43,15:43:00,Noon
1304,1304,"@easyJet Lovely and all as that is,  what the hell delays the flight by an hour and a half?!",FALSE,1,easyJet,1/27/2018 15:42,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",stewrogers,1,FALSE,FALSE,NA,NA,negative,unknown,RT @PinchePolloLoko: @aeron_aero @lufthansa &amp; @easyJet confirmed!! $ARN to the moon!!! #arn #aeron,@easyJet,1/27/2018 15:42,15:42:00,Noon
1305,1305,"RT @EuropeSpotter: G-EZEN #Airbus #A319 of @easyJet climbing out of #Malaga 
#easyjet #avgeek #aviation https://t.co/iTVKU4XCFm",FALSE,0,NA,1/27/2018 15:42,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dds0201,4,TRUE,FALSE,NA,NA,positive,unknown,@easyJet just boarded your 6.50am flight to Dortmund from Luton. Can you advise where the extra leg room is that yo… t.co/OpKF1kct6K,@easyJet,1/27/2018 15:42,15:42:00,Noon
1306,1306,@easyJet Got back safe and sound thanks!,FALSE,0,easyJet,1/27/2018 15:26,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",homiliai,0,FALSE,FALSE,NA,NA,positive,unknown,"My first time on @easyJet today, I've gotta say I'm quite excited <ed><ed>",@easyJet,1/27/2018 15:26,15:26:00,Noon
1307,1307,"@easyJet Thank you Julie, I have responded to your message and will await further action from you.",FALSE,0,easyJet,1/27/2018 15:23,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pumpsofjustice,0,FALSE,FALSE,NA,NA,positive,unknown,RT @joshieanderson: @easyJet my friend got money back on her flight because of the delay but I didn’t...why is that? <ed><ed><ed><ed>,@easyJet,1/27/2018 15:23,15:23:00,Noon
1308,1308,"Flying with the fab @easyJet, pls look after my boy <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> so @AllergicReactor aft following u 4 sometime, I hv found th… https://t.co/x9yrSJPOv8",FALSE,3,NA,1/27/2018 15:16,TRUE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ANuttyMumsDiary,0,FALSE,FALSE,NA,NA,negative,unknown,@easyJet my friend got money back on her flight because of the delay but I didn’t...why is that? <ed><ed><ed><ed>,@easyJet,1/27/2018 15:16,15:16:00,Noon
1309,1309,Just come back from Venice and seen this little guy in the in-flight magazine @easyJet #FindFlowerman https://t.co/CXK77TkM3f,FALSE,0,NA,1/27/2018 15:09,FALSE,NA,9.57E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",carlprice82,0,FALSE,FALSE,NA,NA,neutral,unknown,"On that note, I was going to keep it quiet for now, but I have applied for @easyJet  ",@easyJet,1/27/2018 15:09,15:09:00,Noon
1310,1310,RT @stewrogers: @easyJet why is the Belfast to Liverpool flight delayed by so much? Do you not know people here have a match to get to? #LFC,FALSE,0,NA,1/27/2018 15:08,FALSE,NA,9.57E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,2,TRUE,FALSE,NA,NA,negative,sadness,The race to Bremen is on! Leg 1: 6.55am flight from @EDI_Airport to @amsterdam with @easyJet. #svwbsc @werderbremen_en #nurdersvw,@easyJet,1/27/2018 15:08,15:08:00,Noon
1311,1311,RT @stewrogers: @easyJet why is the Belfast to Liverpool flight delayed by so much? Do you not know people here have a match to get to? #LFC,FALSE,0,NA,1/27/2018 15:03,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,negative,sadness,@easyJet my missus has a nut allergy and we are due to fly with you guys to Amsterdam on the 31st and back on the 3… t.co/0giEOSrc7a,@easyJet,1/27/2018 15:03,15:03:00,Noon
1312,1312,@easyJet why is the Belfast to Liverpool flight delayed by so much? Do you not know people here have a match to get to? #LFC,FALSE,1,easyJet,1/27/2018 15:01,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",stewrogers,2,FALSE,FALSE,NA,NA,negative,sadness,@Ciamur @easyJet @Ciamur easyjet dont fly to dublin and never ever have done <ed><ed><ed><ed><ed><ed><ed><ed><ed><ed><ed><ed><ed><ed><ed><ed>,@easyJet,1/27/2018 15:01,15:01:00,Noon
1313,1313,"@easyJet Thanks, someone called me back yesterday",FALSE,0,easyJet,1/27/2018 14:52,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SaraSailingUSA,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet any way to track a lost item?,@easyJet,1/27/2018 14:52,14:52:00,Noon
1314,1314,Come on @easyJet. We’re sat on the tarmac at Luton and in need of a beer!,FALSE,1,NA,1/27/2018 14:51,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thedomjackson,0,FALSE,FALSE,NA,NA,negative,unknown,Clear #demonstration that the #budget #airline @easyJet #Business #model #works  #total #domination of the #north… t.co/nw0Yxu7ccR,@easyJet,1/27/2018 14:51,14:51:00,Noon
1315,1315,Both @easyJet and @Ryanair running literally the same marketing campaign at the same time. https://t.co/r74xyOX1dI,FALSE,0,NA,1/27/2018 14:46,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IAmFledge,0,FALSE,FALSE,NA,NA,positive,unknown,@endaburke81 @AirbusRed @easyJet That rear tyre looks a bit flat to me @Airbus,@easyJet,1/27/2018 14:46,14:46:00,Noon
1316,1316,@easyJet Why are your planes so loud ?,FALSE,0,easyJet,1/27/2018 14:45,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LCgamingGD,0,FALSE,FALSE,NA,NA,positive,unknown,@Ryanair @Ryanair_ES @Ryanair_IT @transavia @eurowings @easyJet @FlySWISS @wizzair @FlyingBrussels @British_Airways… t.co/FcqTl7SN36,@easyJet,1/27/2018 14:45,14:45:00,Noon
1317,1317,@easyJet Not according to your website. Who's right? You or the website? https://t.co/SrTdRLz6LC,FALSE,0,easyJet,1/27/2018 14:42,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",clm2071,0,FALSE,FALSE,NA,NA,positive,unknown,"@easyJet Had a brilliant flight with you, went to Edinburgh from London Luton Airport, a really smooth ride both th… t.co/ufl510uJFi",@easyJet,1/27/2018 14:42,14:42:00,Noon
1318,1318,"RT @rycly: ""@easyjet's typical customers are a bit posher than Ryanair's (or like to think they are)."" via @business

https://t.co/B4U0GB4V…",FALSE,0,NA,1/27/2018 14:37,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndrewStuart,3,TRUE,FALSE,NA,NA,positive,joy,@endaburke81 @rycly @AirbusRed @easyJet One approach I'd like to try <ed><ed>,@easyJet,1/27/2018 14:37,14:37:00,Noon
1319,1319,@easyJet Your website says it can be done online via manage my booking and then I would just need to check in again?,FALSE,0,easyJet,1/27/2018 14:30,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",clm2071,0,FALSE,FALSE,NA,NA,neutral,unknown,"@GarethJBond @rycly @AirbusRed @easyJet Thank you Gareth, well I am flying EZY in October to Madeira so fingers crossed I get one then haha",@easyJet,1/27/2018 14:30,14:30:00,Noon
1320,1320,@easyJet I forgot my daughter's owl toy in the ezy8277 today. is there any way to get it back? she has it since she… https://t.co/RExMXH7WBD,FALSE,0,easyJet,1/27/2018 14:27,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anneg_wall,0,FALSE,FALSE,NA,NA,negative,sadness,@easyJet Thank you,@easyJet,1/27/2018 14:27,14:27:00,Noon
1321,1321,RT @SineadDwyerr: @easyJet are the WORST airline ever!! I have never had a flight with them in my whole 25 years and not been delayed. Joke…,FALSE,0,NA,1/27/2018 14:10,FALSE,NA,9.57E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,2,TRUE,FALSE,NA,NA,negative,unknown,@endaburke81 @rycly @AirbusRed @easyJet Nice one Enda. Need a trip in one of these.,@easyJet,1/27/2018 14:10,14:10:00,Noon
1322,1322,RT @SineadDwyerr: @easyJet are the WORST airline ever!! I have never had a flight with them in my whole 25 years and not been delayed. Joke…,FALSE,0,NA,1/27/2018 14:09,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,negative,unknown,@easyJet I did and the team recovered it #thanks #weekendofftoagoodstart,@easyJet,1/27/2018 14:09,14:09:00,Noon
1323,1323,@easyJet are the WORST airline ever!! I have never had a flight with them in my whole 25 years and not been delayed. Joke!!,FALSE,1,easyJet,1/27/2018 14:07,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SineadDwyerr,2,FALSE,FALSE,NA,NA,negative,unknown,@easyJet bus selling a service that dont provide! Also no info to the customer! Worst bus service ever! No bus showed up!!!,@easyJet,1/27/2018 14:07,14:07:00,Noon
1324,1324,@rbarkley82 @easyJet Jet going a bit rusty?,FALSE,0,rbarkley82,1/27/2018 14:07,FALSE,9.57E+17,9.57E+17,17230210,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Daviddredge,0,FALSE,FALSE,NA,NA,negative,unknown,"#Asturias , a small region of northern @spain , but with a lot of magic. We need more air connections to increase c… t.co/KrXclyPHsX",@easyJet,1/27/2018 14:07,14:07:00,Noon
1325,1325,So hard to save for a house when @easyJet have a sale on FML,FALSE,0,NA,1/27/2018 14:04,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RyanHam11591882,0,FALSE,FALSE,NA,NA,negative,unknown,Euhhh @easyJet are u there ??? t.co/0mDIoDqvz4,@easyJet,1/27/2018 14:04,14:04:00,Noon
1326,1326,@easyJet Thanks Scott. Glasgow has been mailed. Fingers crossed,FALSE,0,easyJet,1/27/2018 14:01,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thisis_jamesg,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet #FindFlowerman FOUND HIM! t.co/6MeuGNmRvC,@easyJet,1/27/2018 14:01,14:01:00,Noon
1327,1327,@easyJet que in Geneva ridiculously huge. Flight at 1720hrs.... will we make it through check in and security and b… https://t.co/PSV7btbhdO,FALSE,0,easyJet,1/27/2018 13:54,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",philipdale,0,FALSE,FALSE,NA,NA,negative,unknown,@rainbowshera @easyJet Haha chav,@easyJet,1/27/2018 13:54,13:54:00,Noon
1328,1328,#Amsterdam bound with @easyJet . @stereophonics tonight  #ScreamAboveTheSounds at @AFASLive <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>,FALSE,1,NA,1/27/2018 13:49,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nick_murrell,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet I HAVE WAITED 72 HOURS FOR MY CASE TO ATTIVE FEOM TLV TO LTN. MENZIES ARE HOPELESS IN PARTICULAR A MEMBERO… t.co/bKOi19JekV,@easyJet,1/27/2018 13:49,13:49:00,Noon
1329,1329,Taking airplane safety briefing just as serious as his sister did. @easyJet https://t.co/sJ9Do4JVzw,FALSE,0,NA,1/27/2018 13:47,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PaternityLeaver,0,FALSE,FALSE,NA,NA,neutral,unknown,@klipperty @easyJet Well I’ve only manage to see the pics today and robbed them of j Smith x,@easyJet,1/27/2018 13:47,13:47:00,Noon
1330,1330,@Gatwick_Airport #Tenerife courtesy of @easyJet and looking forward to some #WinterSun!,FALSE,1,Gatwick_Airport,1/27/2018 13:43,FALSE,9.57E+17,9.57E+17,33875003,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PaternityLeaver,0,FALSE,FALSE,NA,NA,positive,unknown,@rainbowshera @easyJet It's been in Manny for a few days,@easyJet,1/27/2018 13:43,13:43:00,Noon
1331,1331,@easyJet No worries. Thanks anyway.,FALSE,0,easyJet,1/27/2018 13:42,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",daverut1981,0,FALSE,FALSE,NA,NA,negative,unknown,@rycly Check on the @easyJet website that they fly to Norway.,@easyJet,1/27/2018 13:42,13:42:00,Noon
1332,1332,@easyJet Thanks for the reply. I will keep an eye out. Does the schedule keep a similar pattern to the summer one?… https://t.co/smFadjV7bL,FALSE,0,easyJet,1/27/2018 13:37,TRUE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",daverut1981,0,FALSE,FALSE,NA,NA,positive,unknown,"RT @Heart4CNews: Can you spot the Xscape?!

Clock this great shot of Milton Keynes tonight from a passing @easyJet flight into Luton

#Hear…",@easyJet,1/27/2018 13:37,13:37:00,Noon
1333,1333,@easyJet Because I “only” had to endure a two hour wait whilst the air hostesses were drinking tea. (We only got a… https://t.co/LU0BKgJyN6,FALSE,0,easyJet,1/27/2018 13:27,TRUE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VictoriaBoyle,1,FALSE,FALSE,NA,NA,neutral,unknown,Latest route list for 2018 @manairport @TCAirlinesUK @Ryanair @easyJet @AirMalta @flybe @jet2tweets @FlyLoganair… t.co/lbktOfvq4g,@easyJet,1/27/2018 13:27,13:27:00,Noon
1334,1334,RT @mollsp_: Thanks @easyJet for leaving my parents stranded in Budapest with none of their luggage. NO one will give them any info or help…,FALSE,0,NA,1/27/2018 13:26,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheLittleCakeC2,1,TRUE,FALSE,NA,NA,neutral,unknown,@rycly @easyJet @business I love this! I always somehow feel more posh on EZY and now book it as a treat over FR <ed><ed><ed><ed>,@easyJet,1/27/2018 13:26,13:26:00,Noon
1335,1335,It will be interesting to see if he has the same stunning success as Carolyn McCall who boosted @easyJet for 7 year… https://t.co/ozVilAY8NM,FALSE,0,NA,1/27/2018 13:24,TRUE,NA,9.57E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JBankir,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet can you take a hair dryer on in your hand luggage?!,@easyJet,1/27/2018 13:24,13:24:00,Noon
1336,1336,"@easyJet Thank you, if you could pass on my thanks, that would be brilliant! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",FALSE,1,easyJet,1/27/2018 13:23,FALSE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iTechPro2012,0,FALSE,FALSE,NA,NA,positive,unknown,@endaburke81 @AirbusRed @easyJet Your first “shot” on the NEO Russ?,@easyJet,1/27/2018 13:23,13:23:00,Noon
1337,1337,@MrsWannaBean @easyJet @easyJet_press @britishairways @flybe Sadly it doesn't give the organised amongst us chance… https://t.co/tidXh9fTiw,FALSE,0,MrsWannaBean,1/27/2018 13:22,TRUE,9.57E+17,9.57E+17,89224642,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BSRJersey,0,FALSE,FALSE,NA,NA,negative,sadness,@endaburke81 @AirbusRed @easyJet what camera settings did you shoot this with?,@easyJet,1/27/2018 13:22,13:22:00,Noon
1338,1338,"@richardohughes @easyJet Exactly, that is why their pricing strategy is crap! @richardohughes",FALSE,1,richardohughes,1/27/2018 13:17,FALSE,9.57E+17,9.57E+17,430997376,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RikiTheGoose,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet Hi I’ve dm u again because I still haven’t received it. I’ve checked junk mail too,@easyJet,1/27/2018 13:17,13:17:00,Noon
1339,1339,@easyJet Thanks for your response Anne. We finally managed to speak to someone but due to your ‘dynamic pricing’ on… https://t.co/rNvH6G4kh1,FALSE,0,easyJet,1/27/2018 13:16,TRUE,9.56E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BenLee86,0,FALSE,FALSE,NA,NA,positive,unknown,@Ops_officer @Jetset_JMB @AirbusRed @easyJet Thank you Dean :-),@easyJet,1/27/2018 13:16,13:16:00,Noon
1340,1340,@easyJet Thanks for the quick response - I really hope this is the case; we keep seeing budget airlines making biza… https://t.co/ztlUsWmF3F,FALSE,0,easyJet,1/27/2018 13:11,TRUE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mpfalangi,0,FALSE,FALSE,NA,NA,positive,unknown,@rycly @AirbusRed @easyJet Haha thank you Ryan :-),@easyJet,1/27/2018 13:11,13:11:00,Noon
1341,1341,"@easyJet Hey, do you fly direct to kittala from anywhere in the uk in november? Having trouble looking thank you",FALSE,0,easyJet,1/27/2018 13:07,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",klbayliss,0,FALSE,FALSE,NA,NA,neutral,unknown,Do you know what?! Is there anything better than a long distance relationship to save the @EconEconomics ? Spending… t.co/IC2MgF62gy,@easyJet,1/27/2018 13:07,13:07:00,Noon
1342,1342,@PaulKGB @British_Airways @emirates @British_Airways a shadow of its former self. Such a shame. I never thought so… https://t.co/YDAouZHXho,FALSE,0,PaulKGB,1/27/2018 13:00,TRUE,9.57E+17,9.57E+17,64358850,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PaulDeach,0,FALSE,FALSE,NA,NA,negative,fear,@endaburke81 @AirbusRed @easyJet Woah! Brilliant shot,@easyJet,1/27/2018 13:00,13:00:00,Noon
